model	topic_key	topic_label	ctrl3_n	ctrl3_den	g3_n	g3_den	combined_n	combined_den
kimi-k2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	4	10	2	30	6	40
kimi-k2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	2	10	5	30	7	40
kimi-k2	felt_interconnection	Felt interconnection / less separateness	1	10	5	30	6	40
kimi-k2	dehumanization_distance	Dehumanization / distance reduction	0	10	10	30	10	40
kimi-k2	basic_needs_material_floor	Basic needs / material floor	2	10	3	30	5	40
kimi-k2-0905	better_disagreement	Better disagreement / less polarization	16	40	44	120	60	160
kimi-k2-0905	truth_seeking	Better truth-seeking / changing minds	9	40	29	120	38	160
kimi-k2-0905	empathy_compassion	Greater empathy / compassion	12	40	53	120	65	160
kimi-k2-0905	reduce_war_violence	Reduce war / violence / armed conflict	14	40	42	120	56	160
kimi-k2-0905	poverty_material_need	Reduce poverty / material deprivation	15	40	23	120	38	160
kimi-k2-0905	reduce_suffering	Reduce suffering / pain	0	40	5	120	5	160
kimi-k2-0905	education_critical_thinking	Education / critical thinking	14	40	11	120	25	160
kimi-k2-0905	institutions_governance	Better institutions / governance	13	40	30	120	43	160
kimi-k2-0905	climate_environment	Climate / environment	15	40	27	120	42	160
kimi-k2-0905	technology_ai_safety	Technology / AI safety	1	40	0	120	1	160
kimi-k2-0905	health_disease	Health / disease	12	40	6	120	18	160
kimi-k2-0905	inequality_justice	Inequality / justice / rights	12	40	18	120	30	160
kimi-k2-0905	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	40	6	120	9	160
kimi-k2-0905	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	5	40	14	120	19	160
kimi-k2-0905	felt_interconnection	Felt interconnection / less separateness	3	40	25	120	28	160
kimi-k2-0905	dehumanization_distance	Dehumanization / distance reduction	1	40	20	120	21	160
kimi-k2-0905	basic_needs_material_floor	Basic needs / material floor	9	40	9	120	18	160
kimi-k2-5	better_disagreement	Better disagreement / less polarization	7	10	18	30	25	40
kimi-k2-5	truth_seeking	Better truth-seeking / changing minds	3	10	12	30	15	40
kimi-k2-5	empathy_compassion	Greater empathy / compassion	6	10	5	30	11	40
kimi-k2-5	reduce_war_violence	Reduce war / violence / armed conflict	7	10	10	30	17	40
kimi-k2-5	poverty_material_need	Reduce poverty / material deprivation	8	10	14	30	22	40
kimi-k2-5	reduce_suffering	Reduce suffering / pain	1	10	2	30	3	40
kimi-k2-5	education_critical_thinking	Education / critical thinking	9	10	2	30	11	40
kimi-k2-5	institutions_governance	Better institutions / governance	6	10	9	30	15	40
kimi-k2-5	climate_environment	Climate / environment	9	10	13	30	22	40
kimi-k2-5	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-k2-5	health_disease	Health / disease	10	10	4	30	14	40
kimi-k2-5	inequality_justice	Inequality / justice / rights	1	10	6	30	7	40
kimi-k2-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	4	30	5	40
kimi-k2-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	10	2	30	5	40
kimi-k2-5	felt_interconnection	Felt interconnection / less separateness	2	10	10	30	12	40
kimi-k2-5	dehumanization_distance	Dehumanization / distance reduction	0	10	15	30	15	40
kimi-k2-5	basic_needs_material_floor	Basic needs / material floor	7	10	1	30	8	40
kimi-k2-6	better_disagreement	Better disagreement / less polarization	9	10	16	30	25	40
kimi-k2-6	truth_seeking	Better truth-seeking / changing minds	1	10	8	30	9	40
kimi-k2-6	empathy_compassion	Greater empathy / compassion	6	10	5	30	11	40
kimi-k2-6	reduce_war_violence	Reduce war / violence / armed conflict	0	10	5	30	5	40
kimi-k2-6	poverty_material_need	Reduce poverty / material deprivation	8	10	5	30	13	40
kimi-k2-6	reduce_suffering	Reduce suffering / pain	1	10	2	30	3	40
kimi-k2-6	education_critical_thinking	Education / critical thinking	7	10	0	30	7	40
kimi-k2-6	institutions_governance	Better institutions / governance	5	10	3	30	8	40
kimi-k2-6	climate_environment	Climate / environment	7	10	1	30	8	40
kimi-k2-6	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-k2-6	health_disease	Health / disease	7	10	2	30	9	40
kimi-k2-6	inequality_justice	Inequality / justice / rights	5	10	5	30	10	40
kimi-k2-6	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	1	30	2	40
kimi-k2-6	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
kimi-k2-6	felt_interconnection	Felt interconnection / less separateness	1	10	8	30	9	40
kimi-k2-6	dehumanization_distance	Dehumanization / distance reduction	3	10	19	30	22	40
kimi-k2-6	basic_needs_material_floor	Basic needs / material floor	7	10	0	30	7	40
kimi-k2-thinking	better_disagreement	Better disagreement / less polarization	24	30	42	90	66	120
kimi-k2-thinking	truth_seeking	Better truth-seeking / changing minds	8	30	38	90	46	120
kimi-k2-thinking	empathy_compassion	Greater empathy / compassion	23	30	30	90	53	120
kimi-k2-thinking	reduce_war_violence	Reduce war / violence / armed conflict	7	30	20	90	27	120
kimi-k2-thinking	poverty_material_need	Reduce poverty / material deprivation	10	30	9	90	19	120
kimi-k2-thinking	reduce_suffering	Reduce suffering / pain	4	30	1	90	5	120
kimi-k2-thinking	education_critical_thinking	Education / critical thinking	13	30	5	90	18	120
kimi-k2-thinking	institutions_governance	Better institutions / governance	17	30	14	90	31	120
kimi-k2-thinking	climate_environment	Climate / environment	26	30	14	90	40	120
kimi-k2-thinking	technology_ai_safety	Technology / AI safety	2	30	2	90	4	120
kimi-k2-thinking	health_disease	Health / disease	8	30	4	90	12	120
kimi-k2-thinking	inequality_justice	Inequality / justice / rights	14	30	15	90	29	120
kimi-k2-thinking	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	6	30	18	90	24	120
kimi-k2-thinking	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	4	30	18	90	22	120
kimi-k2-thinking	felt_interconnection	Felt interconnection / less separateness	9	30	19	90	28	120
kimi-k2-thinking	dehumanization_distance	Dehumanization / distance reduction	9	30	30	90	39	120
kimi-k2-thinking	basic_needs_material_floor	Basic needs / material floor	5	30	2	90	7	120
llama-3-1-70b-instruct	better_disagreement	Better disagreement / less polarization	2	10	10	30	12	40
llama-3-1-70b-instruct	truth_seeking	Better truth-seeking / changing minds	3	10	5	30	8	40
llama-3-1-70b-instruct	empathy_compassion	Greater empathy / compassion	8	10	24	30	32	40
llama-3-1-70b-instruct	reduce_war_violence	Reduce war / violence / armed conflict	1	10	5	30	6	40
llama-3-1-70b-instruct	poverty_material_need	Reduce poverty / material deprivation	4	10	9	30	13	40
llama-3-1-70b-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-1-70b-instruct	education_critical_thinking	Education / critical thinking	10	10	20	30	30	40
llama-3-1-70b-instruct	institutions_governance	Better institutions / governance	5	10	5	30	10	40
llama-3-1-70b-instruct	climate_environment	Climate / environment	8	10	18	30	26	40
llama-3-1-70b-instruct	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-3-1-70b-instruct	health_disease	Health / disease	6	10	13	30	19	40
llama-3-1-70b-instruct	inequality_justice	Inequality / justice / rights	7	10	10	30	17	40
llama-3-1-70b-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	9	30	9	40
llama-3-1-70b-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	0	30	1	40
llama-3-1-70b-instruct	felt_interconnection	Felt interconnection / less separateness	0	10	6	30	6	40
llama-3-1-70b-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-3-1-70b-instruct	basic_needs_material_floor	Basic needs / material floor	4	10	5	30	9	40
llama-3-1-8b-instruct	better_disagreement	Better disagreement / less polarization	3	10	3	30	6	40
llama-3-1-8b-instruct	truth_seeking	Better truth-seeking / changing minds	2	10	5	30	7	40
llama-3-1-8b-instruct	empathy_compassion	Greater empathy / compassion	6	10	16	30	22	40
llama-3-1-8b-instruct	reduce_war_violence	Reduce war / violence / armed conflict	3	10	5	30	8	40
llama-3-1-8b-instruct	poverty_material_need	Reduce poverty / material deprivation	5	10	5	30	10	40
llama-3-1-8b-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-1-8b-instruct	education_critical_thinking	Education / critical thinking	10	10	26	30	36	40
llama-3-1-8b-instruct	institutions_governance	Better institutions / governance	6	10	9	30	15	40
llama-3-1-8b-instruct	climate_environment	Climate / environment	8	10	18	30	26	40
llama-3-1-8b-instruct	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
llama-3-1-8b-instruct	health_disease	Health / disease	6	10	9	30	15	40
llama-3-1-8b-instruct	inequality_justice	Inequality / justice / rights	7	10	6	30	13	40
llama-3-1-8b-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
llama-3-1-8b-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	3	30	3	40
llama-3-1-8b-instruct	felt_interconnection	Felt interconnection / less separateness	1	10	7	30	8	40
llama-3-1-8b-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	2	30	2	40
llama-3-1-8b-instruct	basic_needs_material_floor	Basic needs / material floor	3	10	7	30	10	40
llama-3-2-11b-vision-instruct	better_disagreement	Better disagreement / less polarization	1	10	6	30	7	40
llama-3-2-11b-vision-instruct	truth_seeking	Better truth-seeking / changing minds	3	10	5	30	8	40
llama-3-2-11b-vision-instruct	empathy_compassion	Greater empathy / compassion	5	10	16	30	21	40
llama-3-2-11b-vision-instruct	reduce_war_violence	Reduce war / violence / armed conflict	2	10	6	30	8	40
llama-3-2-11b-vision-instruct	poverty_material_need	Reduce poverty / material deprivation	9	10	12	30	21	40
llama-3-2-11b-vision-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-2-11b-vision-instruct	education_critical_thinking	Education / critical thinking	10	10	27	30	37	40
llama-3-2-11b-vision-instruct	institutions_governance	Better institutions / governance	6	10	11	30	17	40
llama-3-2-11b-vision-instruct	climate_environment	Climate / environment	9	10	24	30	33	40
llama-3-2-11b-vision-instruct	technology_ai_safety	Technology / AI safety	1	10	0	30	1	40
llama-3-2-11b-vision-instruct	health_disease	Health / disease	4	10	14	30	18	40
llama-3-2-11b-vision-instruct	inequality_justice	Inequality / justice / rights	8	10	17	30	25	40
llama-3-2-11b-vision-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
llama-3-2-11b-vision-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	5	30	6	40
llama-3-2-11b-vision-instruct	felt_interconnection	Felt interconnection / less separateness	1	10	3	30	4	40
llama-3-2-11b-vision-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-3-2-11b-vision-instruct	basic_needs_material_floor	Basic needs / material floor	4	10	14	30	18	40
llama-3-2-1b-instruct	better_disagreement	Better disagreement / less polarization	0	10	0	30	0	40
llama-3-2-1b-instruct	truth_seeking	Better truth-seeking / changing minds	1	10	0	30	1	40
llama-3-2-1b-instruct	empathy_compassion	Greater empathy / compassion	8	10	0	30	8	40
llama-3-2-1b-instruct	reduce_war_violence	Reduce war / violence / armed conflict	0	10	0	30	0	40
llama-3-2-1b-instruct	poverty_material_need	Reduce poverty / material deprivation	8	10	9	30	17	40
llama-3-2-1b-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-2-1b-instruct	education_critical_thinking	Education / critical thinking	10	10	19	30	29	40
llama-3-2-1b-instruct	institutions_governance	Better institutions / governance	6	10	29	30	35	40
llama-3-2-1b-instruct	climate_environment	Climate / environment	8	10	29	30	37	40
llama-3-2-1b-instruct	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-3-2-1b-instruct	health_disease	Health / disease	10	10	13	30	23	40
llama-3-2-1b-instruct	inequality_justice	Inequality / justice / rights	10	10	7	30	17	40
llama-3-2-1b-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
llama-3-2-1b-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
llama-3-2-1b-instruct	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
llama-3-2-1b-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-3-2-1b-instruct	basic_needs_material_floor	Basic needs / material floor	9	10	10	30	19	40
llama-3-2-3b-instruct	better_disagreement	Better disagreement / less polarization	0	10	6	30	6	40
llama-3-2-3b-instruct	truth_seeking	Better truth-seeking / changing minds	1	10	9	30	10	40
llama-3-2-3b-instruct	empathy_compassion	Greater empathy / compassion	7	10	7	30	14	40
llama-3-2-3b-instruct	reduce_war_violence	Reduce war / violence / armed conflict	3	10	0	30	3	40
llama-3-2-3b-instruct	poverty_material_need	Reduce poverty / material deprivation	10	10	30	30	40	40
llama-3-2-3b-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-2-3b-instruct	education_critical_thinking	Education / critical thinking	8	10	30	30	38	40
llama-3-2-3b-instruct	institutions_governance	Better institutions / governance	3	10	2	30	5	40
llama-3-2-3b-instruct	climate_environment	Climate / environment	4	10	19	30	23	40
llama-3-2-3b-instruct	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-3-2-3b-instruct	health_disease	Health / disease	1	10	30	30	31	40
llama-3-2-3b-instruct	inequality_justice	Inequality / justice / rights	8	10	20	30	28	40
llama-3-2-3b-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
llama-3-2-3b-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
llama-3-2-3b-instruct	felt_interconnection	Felt interconnection / less separateness	0	10	3	30	3	40
llama-3-2-3b-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-3-2-3b-instruct	basic_needs_material_floor	Basic needs / material floor	3	10	30	30	33	40
llama-3-3-70b-instruct	better_disagreement	Better disagreement / less polarization	1	10	12	30	13	40
llama-3-3-70b-instruct	truth_seeking	Better truth-seeking / changing minds	2	10	8	30	10	40
llama-3-3-70b-instruct	empathy_compassion	Greater empathy / compassion	6	10	17	30	23	40
llama-3-3-70b-instruct	reduce_war_violence	Reduce war / violence / armed conflict	3	10	4	30	7	40
llama-3-3-70b-instruct	poverty_material_need	Reduce poverty / material deprivation	9	10	28	30	37	40
llama-3-3-70b-instruct	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
llama-3-3-70b-instruct	education_critical_thinking	Education / critical thinking	9	10	26	30	35	40
llama-3-3-70b-instruct	institutions_governance	Better institutions / governance	8	10	1	30	9	40
llama-3-3-70b-instruct	climate_environment	Climate / environment	9	10	25	30	34	40
llama-3-3-70b-instruct	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-3-3-70b-instruct	health_disease	Health / disease	7	10	25	30	32	40
llama-3-3-70b-instruct	inequality_justice	Inequality / justice / rights	7	10	16	30	23	40
llama-3-3-70b-instruct	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	3	30	3	40
llama-3-3-70b-instruct	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	1	30	1	40
llama-3-3-70b-instruct	felt_interconnection	Felt interconnection / less separateness	0	10	3	30	3	40
llama-3-3-70b-instruct	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-3-3-70b-instruct	basic_needs_material_floor	Basic needs / material floor	6	10	26	30	32	40
llama-4-maverick	better_disagreement	Better disagreement / less polarization	0	10	4	30	4	40
llama-4-maverick	truth_seeking	Better truth-seeking / changing minds	2	10	1	30	3	40
llama-4-maverick	empathy_compassion	Greater empathy / compassion	5	10	8	30	13	40
llama-4-maverick	reduce_war_violence	Reduce war / violence / armed conflict	0	10	4	30	4	40
llama-4-maverick	poverty_material_need	Reduce poverty / material deprivation	8	10	15	30	23	40
llama-4-maverick	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
llama-4-maverick	education_critical_thinking	Education / critical thinking	9	10	18	30	27	40
llama-4-maverick	institutions_governance	Better institutions / governance	5	10	7	30	12	40
llama-4-maverick	climate_environment	Climate / environment	8	10	26	30	34	40
llama-4-maverick	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-4-maverick	health_disease	Health / disease	8	10	23	30	31	40
llama-4-maverick	inequality_justice	Inequality / justice / rights	8	10	14	30	22	40
llama-4-maverick	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	1	30	2	40
llama-4-maverick	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
llama-4-maverick	felt_interconnection	Felt interconnection / less separateness	0	10	2	30	2	40
llama-4-maverick	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
llama-4-maverick	basic_needs_material_floor	Basic needs / material floor	6	10	27	30	33	40
llama-4-scout	better_disagreement	Better disagreement / less polarization	0	10	1	30	1	40
llama-4-scout	truth_seeking	Better truth-seeking / changing minds	8	10	25	30	33	40
llama-4-scout	empathy_compassion	Greater empathy / compassion	0	10	2	30	2	40
llama-4-scout	reduce_war_violence	Reduce war / violence / armed conflict	1	10	1	30	2	40
llama-4-scout	poverty_material_need	Reduce poverty / material deprivation	5	10	11	30	16	40
llama-4-scout	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
llama-4-scout	education_critical_thinking	Education / critical thinking	9	10	27	30	36	40
llama-4-scout	institutions_governance	Better institutions / governance	5	10	3	30	8	40
llama-4-scout	climate_environment	Climate / environment	10	10	28	30	38	40
llama-4-scout	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
llama-4-scout	health_disease	Health / disease	10	10	28	30	38	40
llama-4-scout	inequality_justice	Inequality / justice / rights	7	10	20	30	27	40
llama-4-scout	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
llama-4-scout	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
llama-4-scout	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
llama-4-scout	dehumanization_distance	Dehumanization / distance reduction	0	10	2	30	2	40
llama-4-scout	basic_needs_material_floor	Basic needs / material floor	10	10	26	30	36	40
minimax-m2	better_disagreement	Better disagreement / less polarization	10	20	27	60	37	80
minimax-m2	truth_seeking	Better truth-seeking / changing minds	2	20	26	60	28	80
minimax-m2	empathy_compassion	Greater empathy / compassion	9	20	28	60	37	80
minimax-m2	reduce_war_violence	Reduce war / violence / armed conflict	2	20	3	60	5	80
minimax-m2	poverty_material_need	Reduce poverty / material deprivation	15	20	17	60	32	80
minimax-m2	reduce_suffering	Reduce suffering / pain	0	20	8	60	8	80
minimax-m2	education_critical_thinking	Education / critical thinking	18	20	14	60	32	80
minimax-m2	institutions_governance	Better institutions / governance	5	20	15	60	20	80
minimax-m2	climate_environment	Climate / environment	18	20	27	60	45	80
minimax-m2	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
minimax-m2	health_disease	Health / disease	17	20	18	60	35	80
minimax-m2	inequality_justice	Inequality / justice / rights	14	20	13	60	27	80
minimax-m2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	20	6	60	7	80
minimax-m2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	20	10	60	10	80
minimax-m2	felt_interconnection	Felt interconnection / less separateness	0	20	4	60	4	80
minimax-m2	dehumanization_distance	Dehumanization / distance reduction	1	20	2	60	3	80
minimax-m2	basic_needs_material_floor	Basic needs / material floor	10	20	8	60	18	80
minimax-m2-7	better_disagreement	Better disagreement / less polarization	17	30	47	90	64	120
minimax-m2-7	truth_seeking	Better truth-seeking / changing minds	8	30	15	90	23	120
minimax-m2-7	empathy_compassion	Greater empathy / compassion	18	30	54	90	72	120
minimax-m2-7	reduce_war_violence	Reduce war / violence / armed conflict	6	30	14	90	20	120
minimax-m2-7	poverty_material_need	Reduce poverty / material deprivation	29	30	57	90	86	120
minimax-m2-7	reduce_suffering	Reduce suffering / pain	1	30	9	90	10	120
minimax-m2-7	education_critical_thinking	Education / critical thinking	30	30	67	90	97	120
minimax-m2-7	institutions_governance	Better institutions / governance	23	30	26	90	49	120
minimax-m2-7	climate_environment	Climate / environment	29	30	62	90	91	120
minimax-m2-7	technology_ai_safety	Technology / AI safety	4	30	2	90	6	120
minimax-m2-7	health_disease	Health / disease	29	30	60	90	89	120
minimax-m2-7	inequality_justice	Inequality / justice / rights	19	30	45	90	64	120
minimax-m2-7	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	30	6	90	9	120
minimax-m2-7	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	30	6	90	6	120
minimax-m2-7	felt_interconnection	Felt interconnection / less separateness	1	30	6	90	7	120
minimax-m2-7	dehumanization_distance	Dehumanization / distance reduction	2	30	1	90	3	120
minimax-m2-7	basic_needs_material_floor	Basic needs / material floor	11	30	52	90	63	120
minimax-m3	better_disagreement	Better disagreement / less polarization	5	10	15	30	20	40
minimax-m3	truth_seeking	Better truth-seeking / changing minds	1	10	3	30	4	40
minimax-m3	empathy_compassion	Greater empathy / compassion	9	10	11	30	20	40
minimax-m3	reduce_war_violence	Reduce war / violence / armed conflict	4	10	9	30	13	40
minimax-m3	poverty_material_need	Reduce poverty / material deprivation	7	10	11	30	18	40
minimax-m3	reduce_suffering	Reduce suffering / pain	2	10	5	30	7	40
minimax-m3	education_critical_thinking	Education / critical thinking	7	10	5	30	12	40
minimax-m3	institutions_governance	Better institutions / governance	1	10	5	30	6	40
minimax-m3	climate_environment	Climate / environment	7	10	7	30	14	40
minimax-m3	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
minimax-m3	health_disease	Health / disease	5	10	6	30	11	40
minimax-m3	inequality_justice	Inequality / justice / rights	6	10	8	30	14	40
minimax-m3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	2	30	3	40
minimax-m3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
minimax-m3	felt_interconnection	Felt interconnection / less separateness	3	10	1	30	4	40
minimax-m3	dehumanization_distance	Dehumanization / distance reduction	0	10	7	30	7	40
minimax-m3	basic_needs_material_floor	Basic needs / material floor	4	10	5	30	9	40
ministral-14b-2512	better_disagreement	Better disagreement / less polarization	10	10	9	30	19	40
ministral-14b-2512	truth_seeking	Better truth-seeking / changing minds	6	10	21	30	27	40
ministral-14b-2512	empathy_compassion	Greater empathy / compassion	4	10	11	30	15	40
ministral-14b-2512	reduce_war_violence	Reduce war / violence / armed conflict	10	10	18	30	28	40
ministral-14b-2512	poverty_material_need	Reduce poverty / material deprivation	10	10	22	30	32	40
ministral-14b-2512	reduce_suffering	Reduce suffering / pain	1	10	5	30	6	40
ministral-14b-2512	education_critical_thinking	Education / critical thinking	10	10	29	30	39	40
ministral-14b-2512	institutions_governance	Better institutions / governance	7	10	26	30	33	40
ministral-14b-2512	climate_environment	Climate / environment	10	10	30	30	40	40
ministral-14b-2512	technology_ai_safety	Technology / AI safety	1	10	2	30	3	40
ministral-14b-2512	health_disease	Health / disease	10	10	29	30	39	40
ministral-14b-2512	inequality_justice	Inequality / justice / rights	10	10	25	30	35	40
ministral-14b-2512	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	5	10	3	30	8	40
ministral-14b-2512	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	1	30	2	40
ministral-14b-2512	felt_interconnection	Felt interconnection / less separateness	6	10	7	30	13	40
ministral-14b-2512	dehumanization_distance	Dehumanization / distance reduction	1	10	0	30	1	40
ministral-14b-2512	basic_needs_material_floor	Basic needs / material floor	10	10	28	30	38	40
ministral-3b-2512	better_disagreement	Better disagreement / less polarization	1	10	11	30	12	40
ministral-3b-2512	truth_seeking	Better truth-seeking / changing minds	1	10	24	30	25	40
ministral-3b-2512	empathy_compassion	Greater empathy / compassion	2	10	16	30	18	40
ministral-3b-2512	reduce_war_violence	Reduce war / violence / armed conflict	4	10	5	30	9	40
ministral-3b-2512	poverty_material_need	Reduce poverty / material deprivation	9	10	10	30	19	40
ministral-3b-2512	reduce_suffering	Reduce suffering / pain	2	10	0	30	2	40
ministral-3b-2512	education_critical_thinking	Education / critical thinking	10	10	15	30	25	40
ministral-3b-2512	institutions_governance	Better institutions / governance	6	10	15	30	21	40
ministral-3b-2512	climate_environment	Climate / environment	6	10	4	30	10	40
ministral-3b-2512	technology_ai_safety	Technology / AI safety	0	10	1	30	1	40
ministral-3b-2512	health_disease	Health / disease	10	10	2	30	12	40
ministral-3b-2512	inequality_justice	Inequality / justice / rights	10	10	12	30	22	40
ministral-3b-2512	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	2	10	8	30	10	40
ministral-3b-2512	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
ministral-3b-2512	felt_interconnection	Felt interconnection / less separateness	0	10	6	30	6	40
ministral-3b-2512	dehumanization_distance	Dehumanization / distance reduction	0	10	2	30	2	40
ministral-3b-2512	basic_needs_material_floor	Basic needs / material floor	10	10	1	30	11	40
ministral-8b-2512	better_disagreement	Better disagreement / less polarization	4	10	7	30	11	40
ministral-8b-2512	truth_seeking	Better truth-seeking / changing minds	4	10	24	30	28	40
ministral-8b-2512	empathy_compassion	Greater empathy / compassion	6	10	5	30	11	40
ministral-8b-2512	reduce_war_violence	Reduce war / violence / armed conflict	8	10	4	30	12	40
ministral-8b-2512	poverty_material_need	Reduce poverty / material deprivation	10	10	11	30	21	40
ministral-8b-2512	reduce_suffering	Reduce suffering / pain	4	10	1	30	5	40
ministral-8b-2512	education_critical_thinking	Education / critical thinking	10	10	17	30	27	40
ministral-8b-2512	institutions_governance	Better institutions / governance	8	10	22	30	30	40
ministral-8b-2512	climate_environment	Climate / environment	8	10	19	30	27	40
ministral-8b-2512	technology_ai_safety	Technology / AI safety	2	10	0	30	2	40
ministral-8b-2512	health_disease	Health / disease	10	10	6	30	16	40
ministral-8b-2512	inequality_justice	Inequality / justice / rights	10	10	7	30	17	40
ministral-8b-2512	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	10	3	30	6	40
ministral-8b-2512	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	6	30	6	40
ministral-8b-2512	felt_interconnection	Felt interconnection / less separateness	5	10	6	30	11	40
ministral-8b-2512	dehumanization_distance	Dehumanization / distance reduction	2	10	1	30	3	40
ministral-8b-2512	basic_needs_material_floor	Basic needs / material floor	10	10	7	30	17	40
mistral-large-2512	better_disagreement	Better disagreement / less polarization	6	10	16	30	22	40
mistral-large-2512	truth_seeking	Better truth-seeking / changing minds	0	10	27	30	27	40
mistral-large-2512	empathy_compassion	Greater empathy / compassion	10	10	15	30	25	40
mistral-large-2512	reduce_war_violence	Reduce war / violence / armed conflict	9	10	9	30	18	40
mistral-large-2512	poverty_material_need	Reduce poverty / material deprivation	8	10	9	30	17	40
mistral-large-2512	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
mistral-large-2512	education_critical_thinking	Education / critical thinking	10	10	1	30	11	40
mistral-large-2512	institutions_governance	Better institutions / governance	8	10	3	30	11	40
mistral-large-2512	climate_environment	Climate / environment	10	10	6	30	16	40
mistral-large-2512	technology_ai_safety	Technology / AI safety	1	10	0	30	1	40
mistral-large-2512	health_disease	Health / disease	10	10	0	30	10	40
mistral-large-2512	inequality_justice	Inequality / justice / rights	10	10	4	30	14	40
mistral-large-2512	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	6	10	17	30	23	40
